{'Name': 'Jeffrey Decker', 'Phone': '(420)825-7687', 'City': 'Port Jasonberg'}
{'Name': 'James Nguyen', 'Phone': '295.261.5036x5928', 'City': 'Wrightshire'}
{'Name': 'Allen Zhang', 'Phone': '861-629-6700x64843', 'City': 'Hernandezborough'}
{'Name': 'Sheila Williams', 'Phone': '001-740-872-8444x739', 'City': 'Heidichester'}
{'Name': 'Katelyn Davis', 'Phone': '765.288.4713', 'City': 'North Jessica'}
{'Name': 'Katherine Davis', 'Phone': '333-290-7006x7640', 'City': 'East John'}
{'Name': 'Jessica Barton', 'Phone': '+1-847-226-2987', 'City': 'West Bryceborough'}
{'Name': 'Katherine Ward', 'Phone': '958-867-1550x312', 'City': 'North Katrinaberg'}
{'Name': 'Angela Gill', 'Phone': '(648)427-4207', 'City': 'New Suzanneberg'}
{'Name': 'Daniel Mitchell', 'Phone': '677.341.0175', 'City': 'Chapmanview'}
{'Name': 'Tammy Acosta', 'Phone': '(560)502-8792x48197', 'City': 'Moodymouth'}
{'Name': 'Keith Cooper', 'Phone': '+1-306-860-7244', 'City': 'Bowenstad'}
{'Name': 'Troy Hill', 'Phone': '707.324.5724', 'City': 'Davidtown'}
{'Name': 'Mrs. Kristi Cole', 'Phone': '001-309-632-8521x0302', 'City': 'Robertburgh'}
{'Name': 'Victor Rojas', 'Phone': '445-440-5641', 'City': 'Port Brandyberg'}
{'Name': 'Traci Davis', 'Phone': '536.291.9362', 'City': 'Adamstad'}
{'Name': 'Jennifer Kirby', 'Phone': '(570)387-1356', 'City': 'Kellytown'}
{'Name': 'Sue Scott', 'Phone': '001-625-479-0914x021', 'City': 'South Elizabeth'}
{'Name': 'Brittany Hayes', 'Phone': '300.427.0336x829', 'City': 'Richardsberg'}
{'Name': 'Amanda Sullivan', 'Phone': '(901)974-4735x10141', 'City': 'Meganstad'}
{'Name': 'Daniel Cannon', 'Phone': '625-225-0289x276', 'City': 'New Sandraview'}
{'Name': 'Dr. Brandon Hubbard DDS', 'Phone': '897.564.4416x762', 'City': 'East Christopher'}
